Name; Value; Type; Description
sv_lagcompensationforcerestore; 1; sv, cheat; Don't test validity of a lag comp restore, just do it.
sv_lan; 0; release; Server is a lan server ( no heartbeat, no authentication, no non-class C addresses )
sv_lightquery_debug; 0; sv, cheat; 
sv_log_onefile; 0; a; Log server information to only one file.
sv_logbans; 0; a; Log server bans in the server logs.
sv_logblocks; 0; ; If true when log when a query is blocked (can cause very large log files)
sv_logdownloadlist; 0; ; 
sv_logecho; 1; a; Echo log information to the console.
sv_logfile; 0; a; Log server information in the log file.
sv_logflush; 0; a; Flush the log file to disk on each write (slow).
sv_logsdir; 0; a; Folder in the game directory where server logs will be stored.
sv_massreport; 0; sv; 
sv_max_queries_sec; 3; ; Maximum queries per second to respond to from a single IP address.
sv_max_queries_sec_global; 60; ; Maximum queries per second to respond to from anywhere.
sv_max_queries_window; 30; ; Window over which to average queries per second averages.
sv_maxclientframes; 128; ; 
sv_maxcmdrate; 40; rep, release; (If sv_mincmdrate is > 0), this sets the maximum value for cl_cmdrate.
sv_maxrate; 0; rep, release; Max bandwidth rate allowed on server, 0 == unlimited
sv_maxreplay; 0; ; Maximum replay time in seconds
sv_maxroutable; 1200; ; Server upper bound on net_maxroutable that a client can use.
sv_maxupdaterate; 60; rep; Maximum updates per second that the server will allow
sv_memlimit; 0; cheat; If set, whenever a game ends, if the total memory used by the server is greater than this # of megabytes, the server will exit.
sv_mincmdrate; 0; rep, release; This sets the minimum value for cl_cmdrate. 0 == unlimited.
sv_minrate; 5000; rep, release; Min bandwidth rate allowed on server, 0 == unlimited
sv_minupdaterate; 10; rep; Minimum updates per second that the server will allow
sv_mover_maxslope; 0; sv, nf, rep; The maximum slope the player can overcome [-]
sv_mover_pogodampingratio; 1; sv, nf, rep; The capsule pogo stick damping ratio [-]
sv_mover_pogoextension; 5; sv, nf, rep; The capsule pogo stick extension to keep the player better grounded [%]
sv_mover_pogofrequency; 10; sv, nf, rep; The capsule pogo stick frequency [hz].
sv_mover_usecapsule; 1; sv, nf, rep; Should the mover proxy be a capsule shape?
sv_networkvar_perfieldtracking; 1; release; Track individual field offset changes, rather than a single dirty flag for the whole entity.
sv_networkvar_validate; 0; release; Validate each StateChanged against known offsets.
sv_noclipaccelerate; 5; sv, a, nf, rep; 
sv_noclipduringpause; 0; sv, rep, cheat; If cheats are enabled, then you can noclip with the game paused (for doing screenshots, etc.).
sv_noclipfriction; 4; sv, nf, rep; Friction during noclip move.
sv_noclipspeed; 5; sv, a, nf, rep; 
sv_packstats; cmd; ; Show entity packing stats, pass 'clear' as argument to reset counts.
sv_parallel_packentities; 1; ; Set to 1 to use threading snapshot sending on listen servers, 2 for dedicated servers.
sv_parallel_sendsnapshot; 1; ; Set to 1 to use threading snapshot sending on listen servers, 2 for dedicated servers.
sv_password; 0; prot, nf, norecord, release; Server password for entry into multiplayer games
sv_pausable; 0; release; Is the server pausable.
sv_pause_on_console_open; 0; a; 1 = Pause the game when pressing ~ to open the console. CTRL+~ opens the console without pause.
sv_phys_rendergeo; cmd; ; Toggles server physics debug geometry
sv_phys_visualize_awake; 0; sv; 
sv_player_stuck_tolerance; 10; sv, cheat; 
sv_playerperfhistorycount; 20; sv; Number of samples to maintain in player perf history
sv_printdecalinfo; cmd; ; (server) Prints info about decals currently in the scene
sv_prop_door_max_close_attempts; 8; sv, cheat; Number of times blocked doors will try to close before becoming non-solid and forcing a close.
sv_pure; cmd; ; Show user data.
sv_pure_kick_clients; 1; release; If set to 1, the server will kick clients with mismatching files. Otherwise, it will issue a warning to the client.
sv_pure_trace; 0; release; If set to 1, the server will print a message whenever a client is verifying a CRC for a file.
sv_pvs_entity; -1; sv; If set, only allows this ent index to network (other than players and things that force sending).
sv_pvs_random; 0; sv; If set, objects blink in/out of pvs randomly.
sv_querycache_stats; cmd; ; Display status of the query cache (client only)
sv_radial_vis; 0; sv; Use Radial vis for networking PVS checks.
sv_rcon_banpenalty; 0; ; Number of minutes to ban users who fail rcon authentication
sv_rcon_log; 1; ; Enable/disable rcon logging.
sv_rcon_maxfailures; 10; ; Max number of times a user can fail rcon authentication before being banned
sv_rcon_minfailures; 5; ; Number of times a user can fail rcon authentication in sv_rcon_minfailuretime before being banned
sv_rcon_minfailuretime; 30; ; Number of seconds to track failed rcon authentications
sv_regeneration_force_on; 0; sv, cheat; Cheat to test regenerative health systems
sv_regeneration_wait_time; 1; sv, rep; 
sv_region; -1; release; The region of the world to report this server in.
sv_remapper_loopsoundfix; 0; sv, rep; 
sv_remapper_range_multiplier; 1; sv, rep; 
sv_replaysdir; 0; ; Directory to store replays in
sv_reservation_grace; 5; ; Time in seconds given for a lobby reservation.
sv_reservation_timeout; 120; release; Time in seconds before lobby reservation expires.
sv_save_session_persisters; cmd; ; Saves session persister data immediately.
sv_script_profile; 0; sv; 
sv_script_think_interval; 0; sv, rep; 
sv_search_key; 0; release; 
sv_sequence_debug; -1; sv; 
sv_sequence_debug_verbose; 1; sv; 
sv_session_persister_mode; 0; sv; 0 = OFF, 1 = ON, 2 = w/SPAWN MANAGER, 3 = w/PLAYER & WEAPONS
sv_shared_team_pvs; 1; sv; PVS is shared between teams
sv_showfootsteps; 0; sv, rep, cheat; Shows client (red) and server (green) footsteps (1=client-only, 2=server-only, 3=both)
sv_showladders; 0; sv; Show bbox and dismount points for all ladders (must be set before level load.) 
sv_showlagcompensation; 0; sv, cheat; Show lag compensated hitboxes whenever a player is lag compensated.
sv_showtags; cmd; ; Describe current gametags.
sv_shutdown; cmd; ; Sets the server to shutdown when all games have completed
sv_skyname; 0; sv, a, rep; Current name of the skybox texture
sv_snapshot_unlimited; 0; rep, release; For debugging, don't throw away old snapshots so that if you break in debugger (on remote client or server) it won't require an uncompressed update to resume.  You may run out of memory of course...
sv_soundemitter_reload; cmd; ; Flushes the sounds.txt system
sv_soundemitter_trace; -1; sv, rep; Show all EmitSound calls including their symbolic name and the actual wave file they resolved to. (-1 = for nobody, 0 = for everybody, n = for one entity) 
sv_soundscape_printdebuginfo; cmd; ; print soundscapes
sv_specaccelerate; 5; sv, a, nf, rep; 
sv_specnoclip; 1; sv, a, nf, rep; 
sv_specspeed; 3; sv, a, nf, rep; 
sv_stats; 1; ; Collect CPU usage stats
sv_steamdatagramtransport_port; 0; ; If non zero, listen for proxied traffic on the specified port
sv_steamgroup; 0; nf, release; The ID of the steam group that this server belongs to. You can find your group's ID on the admin profile page in the steam community.
sv_steamgroup_exclusive; 0; release; If set, only members of Steam group will be able to join the server when it's empty, public people will be able to join the server only if it has players.
sv_strict_notarget; 0; sv; If set, notarget will cause entities to never think they are in the pvs
sv_sync_anims_spawn; 0; sv, cheat; 
sv_sync_client_updates; 0; ; (Only used when hosting xbox games). Send clients updates at the same time. This saves CPU because the server will encode and calc deltas on less frames.
sv_tags; 0; nf, release; Server tags. Used to provide extra information to clients when they're browsing for servers. Separate tags with a comma.
sv_temp_baseline_string_table_buffer_size; 524288; ; Buffer size for writing string table baselnes
sv_timeout; 65; ; After this many seconds without a message from a client, the client is dropped
sv_timeout_when_fully_connected; 15; sv; Once fully connected, player will be kicked if he doesn't send a network message within this interval.
sv_timeout_when_fully_connected_tournament; 5; sv; Once fully connected in a tournament game, player will be kicked if he doesn't send a network message within this interval.
sv_tracereffects_limit_general; 15; sv, rep; Limits the number of visible tracers per frame
sv_turbophysics; 1; sv, rep; Turns on turbo physics
sv_unlockedchapters; 1; a; Highest unlocked game chapter.
sv_update_master_server; 1; release; Should we update the master server.
sv_usenetworkvars; 1; ; Use networkvar system.
sv_usercmd_queue_spew_threshold; 10; sv, release; Spew warning if command queue has grown above this many backlogged commands.
sv_vehicle_autoaim_scale; 8; sv; 
sv_visiblemaxplayers; -1; release; Overrides the max players reported to prospective clients
sv_voicecodec; 0; ; Specifies which voice codec DLL to use in a game. Set to the name of the DLL without the extension.
sv_voiceenable; 1; a, nf, release; 
sv_watchtransmit; -2; sv, release; Watch NetworkStateChanged info for this entity index.
sys_minidumpexpandedspew; 1; ; 
sys_minidumpspewlines; 2000; release; Lines of crash dump console spew to keep.
target_scan_use_query_cache; 1; sv; 
tauntfrequency; 1; sv, nf; 
template_debug; 0; sv, cheat; 
tenfoot_match; cmd; ; [prefix]: matches a string prefix
tenfoot_pickle_dictionaries; cmd; ; compiles daisy wheel input dictionaries to more performant form
tenfoot_pickle_single_dictionary; cmd; ; [language] compiles one daisy wheel input dictionary
tenfoot_text_hotspots; cmd; ; find text autosuggest hot spots
test_compendium; cmd; ; 
test_compendium_enable_spew; 0; cl; Enable Compendium debug spew.
test_compendium_endgame_stats; cmd; ; 
test_compendium_force_web_assets; 0; cl; Use Web assets for Compendium testing.
test_compendium_level_inc; 5; cl; Amount to increment level points amount per frame when doing local compendium testing on progressbars.
test_compendium_level_inc_max; 12000; cl; The maximum value to allow the compendium level testing to get before wrapping it around again.
test_compendium_level_set; -1; cl; When set to a value >= 0 this will force the compendium level to use this value when testing compendiums
test_compendium_overridedatafile; 0; cl; Download a compendium, but then use the specified local datafile instead.
test_compendium_prizepool_inc; 5000; cl; Amount to increment prizepool amount per frame when doing local compendium testing on progressbars.
test_compendium_prizepool_max; 6000000; cl; Maximum prizepool amount when doing local compendium testing on progressbars.
test_compendium_prizepool_min; 1600000; cl; Minimum prizepool amount when doing local compendium testing on progressbars.
test_compendium_refresh; cmd; ; 
test_compendium_stats; cmd; ; 
Test_CreateEntity; cmd; ; 
test_dispatcheffect; cmd; ; Test a clientside dispatch effect.  Usage: test_dispatcheffect <effect name> <distance away> <flags> <magnitude> <scale>  Defaults are: <distance 1024> <flags 0> <magnitude 0> <scale 0> 
Test_EHandle; cmd; ; 
test_entity_blocker; cmd; ; Test command that drops an entity blocker out in front of the player.
Test_ExitProcess; cmd; ; Test_ExitProcess <exit code> - immediately kill the process.
test_gameend; cmd; ; 
Test_InitRandomEntitySpawner; cmd; ; 
Test_Loop; cmd; ; Test_Loop <loop name> - loop back to the specified loop start point unconditionally.
Test_LoopCount; cmd; ; Test_LoopCount <loop name> <count> - loop back to the specified loop start point the specified # of times.
Test_LoopForNumSeconds; cmd; ; Test_LoopForNumSeconds <loop name> <time> - loop back to the specified start point for the specified # of seconds.
Test_RandomChance; cmd; ; Test_RandomChance <percent chance, 0-100> <token1> <token2...> - Roll the dice and maybe run the command following the percentage chance.
Test_RandomizeInPVS; cmd; ; 
Test_RandomPlayerPosition; cmd; ; 
Test_RemoveAllRandomEntities; cmd; ; 
Test_SpawnRandomEntities; cmd; ; 
Test_StartLoop; cmd; ; Test_StartLoop <loop name> - Denote the start of a loop. Really just defines a named point you can jump to.
Test_StartScript; cmd; ; Start a test script running..
testhudanim; cmd; ; Test a hud element animation.  Arguments: <anim name> 
testscript_debug; 0; ; Debug test scripts.
texture_budget_background_alpha; 128; cl, a; how translucent the budget panel is
texture_budget_panel_bottom_of_history_fraction; 0; cl, a; number between 0 and 1
texture_budget_panel_global; 0; cl; Show global times in the texture budget panel.
texture_budget_panel_height; 284; cl, a; height in pixels of the budget panel
texture_budget_panel_width; 512; cl, a; width in pixels of the budget panel
texture_budget_panel_x; 0; cl, a; number of pixels from the left side of the game screen to draw the budget panel
texture_budget_panel_y; 450; cl, a; number of pixels from the top side of the game screen to draw the budget panel
tf_arena_max_streak; 5; cl, nf, rep; Teams will be scrambled if one team reaches this streak
tf_arena_preround_time; 10; cl, nf, rep; Length of the Pre-Round time
tf_escort_score_rate; 1; sv, cheat; Score for escorting the train, in points per second
think_limit; 0; sv, rep, release; Maximum think time in milliseconds, warning is printed if this is exceeded.
thirdperson; cmd; ; Switch to thirdperson camera.
thirdperson_mayamode; cmd; ; Switch to thirdperson Maya-like camera controls.
thirdperson_platformer; 0; cl; Player will aim in the direction they are moving.
thirdperson_screenspace; 0; cl; Movement will be relative to the camera, eg: left means screen-left
thirdpersonshoulder; cmd; ; Switch to thirdperson-shoulder camera.
threaded_occluder_rasterization; 1; cheat; 
ti_onstage_frame_short; 512; cl; 
ti_onstage_frame_tall; 576; cl; 
ti_onstage_frame_wide; 384; cl; 
ti_onstage_side_frame_tall; 1200; cl; 
ti_onstage_side_frame_wide; 670; cl; 
ti_onstage_side_portrait_fov_reduce; 5; cl; 
timedemo; cmd; ; Play a demo and report performance info.
timedemo_end; -1; ; Ends timedemo on given tick.
timedemo_start; -1; ; Starts timedemo on given tick.
timedemo_vprofrecord; cmd; ; Play a demo and report performance info.  Also record vprof data for the span of the demo
timedemoquit; cmd; ; Play a demo, report performance info, and then exit
toggle; cmd; ; Toggles specified convar value on and off.
toggleconsole; cmd; ; Show/hide the console.
toggleshoppanel; cmd; ; toggles shop
top_bar_message; cmd; ; test top bar status message. usage: top_bar_message ['message here'] [scary: 0/1] 
tr_do_reduce; 1; cheat; 
tr_draw_open_edges; 0; cheat; 
tr_epsilon_t_junction; 0.010; cheat; 
tr_max_acceptable_edge_length; 10000; cheat; 
